id,name,path,state_fips,county_fips,suffix,abbreviation,state_abbr,applicable,applicableYears,data,highlight
009,Bedford (BD),bedford,42,009,County,BD,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
011,Berks (BR),berks,42,011,County,BR,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
013,Blair (BL),blair,42,013,County,BL,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
015,Bradford (BF),bradford,42,015,County,BF,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
017,Bucks (BU),bucks,42,017,County,BU,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
019,Butler (BT),butler,42,019,County,BT,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
021,Cambria (CA),cambria,42,021,County,CA,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
023,Cameron (CM),cameron,42,023,County,CM,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
025,Carbon (CR),carbon,42,025,County,CR,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
027,Centre (CE),centre,42,027,County,CE,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
029,Chester (CH),chester,42,029,County,CH,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
031,Clarion (CI),clarion,42,031,County,CI,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
033,Clearfield (CL),clearfield,42,033,County,CL,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
035,Clinton (CN),clinton,42,035,County,CN,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
037,Columbia (CO),columbia,42,037,County,CO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
039,Crawford (CW),crawford,42,039,County,CW,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
041,Cumberland (CU),cumberland,42,041,County,CU,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
043,Dauphin (DA),dauphin,42,043,County,DA,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
045,Delaware (DL),delaware,42,045,County,DL,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
047,Elk (EL),elk,42,047,County,EL,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
049,Erie (ER),erie,42,049,County,ER,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
051,Fayette (FA),fayette,42,051,County,FA,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
053,Forest (FO),forest,42,053,County,FO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
055,Franklin (FR),franklin,42,055,County,FR,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
057,Fulton (FU),fulton,42,057,County,FU,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
059,Greene (GR),greene,42,059,County,GR,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
061,Huntingdon (HU),huntingdon,42,061,County,HU,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
063,Indiana (IN),indiana,42,063,County,IN,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
065,Jefferson (JE),jefferson,42,065,County,JE,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
067,Juniata (JU),juniata,42,067,County,JU,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
069,Lackawanna (LA),lackawanna,42,069,County,LA,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
071,Lancaster (LN),lancaster,42,071,County,LN,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
073,Lawrence (LW),lawrence,42,073,County,LW,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
075,Lebanon (LE),lebanon,42,075,County,LE,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
077,Lehigh (LH),lehigh,42,077,County,LH,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
079,Luzerne (LZ),luzerne,42,079,County,LZ,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
081,Lycoming (LY),lycoming,42,081,County,LY,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
083,McKean (MK),mckean,42,083,County,MK,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
085,Mercer (ME),mercer,42,085,County,ME,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
087,Mifflin (MI),mifflin,42,087,County,MI,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
089,Monroe (MO),monroe,42,089,County,MO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
091,Montgomery (MT),montgomery,42,091,County,MT,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
093,Montour (MU),montour,42,093,County,MU,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
095,Northampton (NO),northampton,42,095,County,NO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
097,Northumberland (NT),northumberland,42,097,County,NT,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
099,Perry (PE),perry,42,099,County,PE,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
101,Philadelphia (PH),philadelphia,42,101,County,PH,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
103,Pike (PI),pike,42,103,County,PI,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
105,Potter (PO),potter,42,105,County,PO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
107,Schuylkill (SC),schuylkill,42,107,County,SC,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
109,Snyder (SN),snyder,42,109,County,SN,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
111,Somerset (SO),somerset,42,111,County,SO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
113,Sullivan (SU),sullivan,42,113,County,SU,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
115,Susquehanna (SQ),susquehanna,42,115,County,SQ,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
117,Tioga (TI),tioga,42,117,County,TI,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
119,Union (UN),union,42,119,County,UN,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
121,Venango (VE),venango,42,121,County,VE,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
123,Warren (WA),warren,42,123,County,WA,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
125,Washington (WS),washington,42,125,County,WS,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
127,Wayne (WY),wayne,42,127,County,WY,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
129,Westmoreland (WE),westmoreland,42,129,County,WE,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
131,Wyoming (WO),wyoming,42,131,County,WO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
133,York (YO),york,42,133,County,YO,PA,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
001,Bristol (BR),bristol,44,001,County,BR,RI,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
003,Kent (KE),kent,44,003,County,KE,RI,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
005,Newport (NP),newport,44,005,County,NP,RI,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
007,Providence (PR),providence,44,007,County,PR,RI,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
009,Washington (WA),washington,44,009,County,WA,RI,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
001,Abbeville (AB),abbeville,45,001,County,AB,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
003,Aiken (AI),aiken,45,003,County,AI,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
005,Allendale (AL),allendale,45,005,County,AL,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
007,Anderson (AN),anderson,45,007,County,AN,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
009,Bamberg (BA),bamberg,45,009,County,BA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
011,Barnwell (BR),barnwell,45,011,County,BR,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
013,Beaufort (BE),beaufort,45,013,County,BE,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
015,Berkeley (BK),berkeley,45,015,County,BK,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
017,Calhoun (CA),calhoun,45,017,County,CA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
019,Charleston (CH),charleston,45,019,County,CH,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",25%,2
021,Cherokee (CE),cherokee,45,021,County,CE,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
023,Chester (CS),chester,45,023,County,CS,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
025,Chesterfield (CT),chesterfield,45,025,County,CT,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
027,Clarendon (CD),clarendon,45,027,County,CD,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
029,Colleton (CL),colleton,45,029,County,CL,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,1
031,Darlington (DA),darlington,45,031,County,DA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
033,Dillon (DI),dillon,45,033,County,DI,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
035,Dorchester (DO),dorchester,45,035,County,DO,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
037,Edgefield (ED),edgefield,45,037,County,ED,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
039,Fairfield (FA),fairfield,45,039,County,FA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
041,Florence (FL),florence,45,041,County,FL,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
043,Georgetown (GE),georgetown,45,043,County,GE,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
045,Greenville (GR),greenville,45,045,County,GR,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
047,Greenwood (GW),greenwood,45,047,County,GW,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,0
049,Hampton (HA),hampton,45,049,County,HA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
051,Horry (HO),horry,45,051,County,HO,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
053,Jasper (JA),jasper,45,053,County,JA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
055,Kershaw (KE),kershaw,45,055,County,KE,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,0
057,Lancaster (LA),lancaster,45,057,County,LA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
059,Laurens (LU),laurens,45,059,County,LU,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,1
061,Lee (LE),lee,45,061,County,LE,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
063,Lexington (LX),lexington,45,063,County,LX,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
065,McCormick (MC),mccormick,45,065,County,MC,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
067,Marion (MA),marion,45,067,County,MA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
069,Marlboro (MR),marlboro,45,069,County,MR,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",15%,1
071,Newberry (NB),newberry,45,071,County,NB,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
073,Oconee (OC),oconee,45,073,County,OC,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
075,Orangeburg (OR),orangeburg,45,075,County,OR,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
077,Pickens (PI),pickens,45,077,County,PI,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
079,Richland (RI),richland,45,079,County,RI,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
081,Saluda (SA),saluda,45,081,County,SA,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
083,Spartanburg (SP),spartanburg,45,083,County,SP,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
085,Sumter (SU),sumter,45,085,County,SU,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
087,Union (UN),union,45,087,County,UN,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",14%,1
089,Williamsburg (WI),williamsburg,45,089,County,WI,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",13%,1
091,York (YO),york,45,091,County,YO,SC,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
003,Aurora (AU),aurora,46,003,County,AU,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
005,Beadle (BE),beadle,46,005,County,BE,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
007,Bennett (BN),bennett,46,007,County,BN,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
009,Bon Homme (BH),bon-homme,46,009,County,BH,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
011,Brookings (BR),brookings,46,011,County,BR,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",24%,2
013,Brown (BW),brown,46,013,County,BW,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
015,Brule (BU),brule,46,015,County,BU,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
017,Buffalo (BF),buffalo,46,017,County,BF,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
019,Butte (BT),butte,46,019,County,BT,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
021,Campbell (CA),campbell,46,021,County,CA,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
023,Charles Mix (CM),charles-mix,46,023,County,CM,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
025,Clark (CL),clark,46,025,County,CL,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
027,Clay (CY),clay,46,027,County,CY,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",22%,2
029,Codington (CO),codington,46,029,County,CO,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,2
031,Corson (CS),corson,46,031,County,CS,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
033,Custer (CU),custer,46,033,County,CU,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
035,Davison (DA),davison,46,035,County,DA,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
037,Day (DY),day,46,037,County,DY,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
039,Deuel (DU),deuel,46,039,County,DU,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
041,Dewey (DE),dewey,46,041,County,DE,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
043,Douglas (DO),douglas,46,043,County,DO,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
045,Edmunds (ED),edmunds,46,045,County,ED,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
047,Fall River (FR),fall-river,46,047,County,FR,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
049,Faulk (FA),faulk,46,049,County,FA,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
051,Grant (GR),grant,46,051,County,GR,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
053,Gregory (GE),gregory,46,053,County,GE,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
055,Haakon (HA),haakon,46,055,County,HA,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",17%,0
057,Hamlin (HM),hamlin,46,057,County,HM,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
059,Hand (HN),hand,46,059,County,HN,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
061,Hanson (HS),hanson,46,061,County,HS,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",21%,0
063,Harding (HD),harding,46,063,County,HD,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
065,Hughes (HG),hughes,46,065,County,HG,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",20%,0
067,Hutchinson (HT),hutchinson,46,067,County,HT,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
069,Hyde (HY),hyde,46,069,County,HY,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
071,Jackson (JA),jackson,46,071,County,JA,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",16%,0
073,Jerauld (JE),jerauld,46,073,County,JE,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
075,Jones (JO),jones,46,075,County,JO,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",18%,0
077,Kingsbury (KI),kingsbury,46,077,County,KI,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
079,Lake (LA),lake,46,079,County,LA,SD,1,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",19%,0
